name,unique_id
Country Lane,281
Ballbach And Sofa,282
San Pedro And Convention Center,283
Five Wounds-San Jose High,284
Little Portugal,285
San Jose Country Club,286
Linda Vista And Hillcrest,287
East Foothills,288
Mount Pleasant Foothills,289
Ocala,290
Shady Oaks And Basking Ridge,291
Coyote Creek,292
Rancho Santa Teresa Mobile Homes,293
Magic Sands Mobile Homes,294
Westfield Oakridge,295
Foxchase And Oakridge,296
Alameda-Rose Garden,110
Almaden Valley,37
Alum Rock-East Foothills,288
Berryessa,130
Berryessa.,130
Campbell,210
Communication Hill,40
Country Club,149
Cupertino Union School District,238
Cypress-Jurdo,117
Diridon Station,268
Diridon Station Area,268
Downtown,94
Evergreen,52
Fairgrounds,89
Hayes Valley,229
Historic Naglee Park,100
Japantown,91
Little Saigon,64
Los Gatos,237
Naglee Park,100
Northside,102
Piedmont Avenue,154
Rose Garden Area,110
SOFA,94
San Jose,284
San Jose State University,253
San Jose State University Area,253
San Jose State University area,253
Seven Trees,41
Shasta Hanchett Park,256
Silver Creek,17
Silver Creek Valley Country Club,149
SoFA,94
South Bay,254
The Alameda,124
The Alameda Rose Garden,110
The Rose Garden,110
Union City,238
Valley Fair Area,126
Willow Glen,273
Winchester Boulevard,245
Alum Rock,297
Berkeley,298
Bernal Heights,299
Berryessa District,300
Brookdale,301
Buena Vista,302
Camden,303
Capitol Hill,304
Castro,305
Castro District,305
Central San Jose,306
Central San José,306
College Area,307
Coyote Valley,308
Cupertino,309
Del Monte,310
Downtown Oakland,311
Downtown San Jose,312
Downtown San José,312
Downtown Willow Glen,313
East Bay,314
East Palo Alto,315
East San Jose,316
East Side,317
Fremont,318
Gilroy,319
Hayward,320
Hollister,321
Japan Town,322
Japantown San Jose,323
King and Story,324
Lake Merritt,325
Little Italy,326
Los Altos,327
Menlo Park,328
Midtown,329
Midtown San Jose,329
Milpitas,330
Mission,331
Mission District,331
Monte Sereno,332
Morgan Hill,333
Mountain View,334
Noe Valley,335
North San Jose,336
Oakland,311
Palo Alto,315
Rockridge,337
SOFA District,338
SOMA,339
San Francisco,340
San Jose State Area,341
San Jose Unified School District,342
San Pedro Square,343
Santa Clara,344
Santa Clara County,344
Santa Cruz,345
Santana,346
Santana Row,346
Saratoga,347
Silicon Valley,348
Silicon Valley's Northside,348
Silver Creek Valley,349
SoFA District,338
SoFa District,338
SoMa,339
Soho & Qmunity District,350
South Bay Area,351
South First Area,352
South San Jose,353
South Side,354
South of First Area,352
St. Leo's,355
Sunnyvale,356
Sunnyvale.,356
Tassajara,357
Temescal,358
Tenglen Village,359
The Castro,305
The Castro District,305
The Mission,331
The Peninsula,360
The South First Area,352
Trianon-Meridian,361
Tully,362
Uptown,363
Uptown Oakland,311
West San Jose,316
West Side,364
West Valley,365
downtown San Jose,312
