name,unique_id
Hell's Kitchen,130
Hell’s Kitchen,130
Kingsbridge Heights,166
Lefferts Gardens,243
Long Island,175
Manhattan,178
Manhattan's Chinatown,53
Midtown East,188
Midtown Manhattan,188
Midtown South,188
Midtown West,188
New York,85
Pelham,216
Prospect Lefferts Gardens,243
Prospect Park South,242
Queens,244
Queens; Riverdale,253
SoHo,265
South Jamaica,143
Spanish Harlem,128
Staten Island,11
Stuyvesant Town-Peter Cooper Village,276
Throggs Neck,280
Tomkinsville,282
TriBeCa,285
Washington Heights_upper_west_side,295
West Harlem,83
West New Brighton,201
West New York,85
Westchester,87
Ardsley,310
Armonk,311
Arthur Avenue,312
Asbury Park,313
Auburndale,314
Bathgate,315
Bayonne,316
Bed-Stuy,317
Bedford Park,318
Beekman,319
Beekman Place,319
Bergen County,320
Briarcliff Manor,321
Bronxville,322
Brooklyn Bridge Park,323
Central Brooklyn,324
Chappaqua,325
Cherry Grove,326
Clove Lakes Park,327
Connecticut Suburbs,328
Cranford,329
Curry Hill,330
Darien,331
Ditmas Park,332
Dobbs Ferry,333
Downtown Jersey City,334
Downtown Manhattan,335
East Bronx,336
East Brooklyn,337
Eastern Queens,338
Edgemont,339
Edgewater,340
Edison,341
Englewood,342
Fairfield,343
Fire Island Pines,344
Fort Lee,345
Fort Tryon,346
Fort Tryon Park,346
Freeport,347
Ft. Greene,348
Garden City,349
Glen Rock,350
Grand Central,351
Great Neck,352
Greenwood,353
Hamilton Heights,354
Hamilton Park,355
Hastings-on-Hudson,356
Heartland Village,357
Hempstead,358
Hillcrest,359
Hoboken,360
Hudson Valley,361
Hudson Yards,362
Jackson provoked Heights,363
Jericho,364
Jersey City,334
Koreatown,365
Larchmont,366
Lincoln Center,367
Lincoln Square,368
Long Beach,369
Lower Manhattan,370
Malvern,371
Mamaroneck,372
Manhasset,373
Manhattan Valley,374
Maplewood,375
McCarren Park,376
Mid-Island,377
Montclair,378
Mount Vernon,379
Museum Mile,380
Nassau,381
Nassau County,381
New Jersey,382
New Lots,383
New Rochelle,384
Newark,385
North Bergen,386
North Shore,387
Northeast Queens,388
Northern Manhattan,389
Northern New Jersey,382
Northern New Jersey Suburbs,382
Nyack,390
Oyster Bay,391
Paramus,392
Parsippany,393
Passaic County,394
Paulus Hook,395
Pearl River,396
Pelham Parkway,397
Pleasantville,398
Port Chester,399
Port Washington,400
Princeton,401
Ramsey,402
Riverside,403
Riverside Park,403
Rochdale Village,404
Rockaways,405
Rockland,406
Rockland County,406
Rockville Centre,407
Rye,408
Saint George,409
Scarsdale,410
Seaport,411
Snug Harbor,412
South Bronx,413
South Orange,414
South Shore,415
Southeast Queens,416
Southern Bronx,417
Southern Brooklyn,418
Spencer Estates,419
Stamford,420
Staten Island Mid-Island,377
Staten Island North Shore,387
Staten Island South Shore,387
Staten Island's North Shore,387
Suffolk,421
Sugar Hill,422
Summit,423
Sunnsyide,424
Sutton Place,425
Syosset,426
Tarrytown,427
Teaneck,428
Tenafly,429
The Bronx,430
The Heights,431
The Hub,432
The Rockaways,405
The South Bronx,413
The Village,433
Union City,434
Union Square,435
Uniondale,436
Upper Manhattan,437
Waterfront,438
Waterfront Jersey City,334
Weehawken,439
West Bronx,336
West End,440
West Harrison,441
Westchester County,442
Westfield,443
Westport,444
White Plains,445
Yonkers,446
the Bronx,430
